CustomerID,recency,frequency,monetary,r_cat,f_cat,m_cat
13667.0,149,87.0,305.0199999999999,2,4,2
13668.0,2,470.0,6363.59,5,5,5
13669.0,50,9.0,218.55,3,1,1
13670.0,75,25.0,349.7,2,2,2
13672.0,301,6.0,186.39,1,1,1
13673.0,18,65.0,396.91999999999996,4,4,2
13675.0,151,25.0,486.82000000000005,2,2,3
13678.0,151,16.0,232.6,2,2,1
13680.0,1,195.0,3722.42,5,5,5
13681.0,17,57.0,827.83,4,3,3
13682.0,187,3.0,59.5,1,1,1
13684.0,285,30.0,67.23,1,3,1
13685.0,2,39.0,3119.44,5,3,5
13686.0,182,8.0,72.0,1,1,1
13689.0,63,6.0,910.0,3,1,4
13690.0,59,9.0,172.25,3,1,1
13692.0,24,53.0,1488.32,4,3,4
13694.0,3,568.0,65039.619999999995,5,5,5
13695.0,31,90.0,2504.13,4,4,5
13697.0,38,12.0,151.3,3,1,1
13699.0,155,14.0,308.58,2,2,2
13700.0,26,197.0,2265.12,4,5,5
13703.0,318,1.0,99.5,1,1,1
13704.0,5,134.0,2308.0600000000004,5,5,5
13705.0,7,28.0,711.86,5,2,3
13706.0,302,20.0,330.79,1,2,2
13707.0,267,48.0,806.41,1,3,3
13708.0,271,51.0,296.88,1,3,2
13709.0,3,336.0,6328.05,5,5,5
13710.0,31,8.0,180.48,4,1,1
13711.0,218,13.0,252.06000000000003,1,1,2
13712.0,246,10.0,228.83999999999997,1,1,1
13715.0,281,105.0,1079.3400000000001,1,4,4
13716.0,269,21.0,138.28,1,2,1
13717.0,32,102.0,1445.0100000000002,4,4,4
13718.0,246,12.0,306.55,1,1,2
13719.0,15,60.0,1041.68,4,4,4
13720.0,116,43.0,799.9,2,3,3
13721.0,36,28.0,524.1400000000001,3,2,3
13722.0,131,85.0,2375.41,2,4,5
13723.0,217,6.0,199.85000000000002,1,1,1
13725.0,49,104.0,1980.56,3,4,5
13726.0,38,42.0,1079.6599999999999,3,3,4
13727.0,28,20.0,333.48,4,2,2
13728.0,36,63.0,1016.1400000000001,3,4,4
13730.0,135,43.0,752.6,2,3,3
13731.0,219,38.0,610.59,1,3,3
13732.0,28,33.0,491.86000000000007,4,3,3
13735.0,24,196.0,2885.2399999999993,4,5,5
13736.0,5,191.0,731.8999999999999,5,5,3
13737.0,200,30.0,339.6,1,3,2
13739.0,18,3.0,216.9,4,1,1
13740.0,240,23.0,350.75,1,2,2
13741.0,71,34.0,668.4300000000001,3,3,3
13742.0,16,321.0,3131.0199999999995,4,5,5
13743.0,2,41.0,1341.6,5,3,4
13744.0,95,72.0,1156.36,2,4,4
13745.0,162,25.0,300.03999999999996,2,2,2
13747.0,373,1.0,79.6,1,1,1
13748.0,95,28.0,948.2499999999999,2,2,4
13750.0,53,24.0,1647.26,3,2,4
13751.0,288,9.0,296.25,1,1,2
13752.0,124,76.0,1186.28,2,4,4
13753.0,287,35.0,741.26,1,3,3
13754.0,151,12.0,282.6,2,1,2
13755.0,3,342.0,2161.35,5,5,5
13756.0,2,142.0,5189.52,5,5,5
13758.0,11,117.0,3190.55,5,4,5
13759.0,33,25.0,659.41,3,2,3
13760.0,54,57.0,286.78999999999996,3,3,2
13761.0,50,70.0,1070.65,3,4,4
13762.0,218,7.0,306.72,1,1,2
13763.0,63,15.0,1714.9599999999998,3,2,4
13764.0,70,208.0,1521.7600000000002,3,5,4
13767.0,2,368.0,17220.36,5,5,5
13769.0,2,135.0,2796.51,5,5,5
13771.0,64,119.0,2634.45,3,4,5
13772.0,33,177.0,1132.13,3,5,4
13774.0,81,22.0,345.0,2,2,2
13777.0,0,197.0,25977.160000000003,5,5,5
13778.0,103,9.0,178.7,2,1,1
13780.0,7,57.0,360.01000000000005,5,3,2
13781.0,250,17.0,127.84,1,2,1
13782.0,12,115.0,912.0,5,4,4
13784.0,9,31.0,2462.7899999999995,5,3,5
13786.0,367,7.0,230.4,1,1,1
13787.0,75,31.0,309.04,2,3,2
13790.0,4,45.0,348.79999999999995,5,3,2
13791.0,127,11.0,1516.0,2,1,4
13792.0,66,13.0,195.54999999999995,3,1,1
13798.0,1,349.0,37153.85,5,5,5
13799.0,116,39.0,688.8600000000001,2,3,3
13800.0,309,33.0,558.32,1,3,3
13801.0,66,23.0,324.79999999999995,3,2,2
13802.0,138,60.0,4599.42,2,4,5
13803.0,255,17.0,277.07000000000005,1,2,2
13804.0,30,137.0,2635.79,4,5,5
13805.0,52,13.0,924.5999999999999,3,1,4
13806.0,63,10.0,256.38,3,1,2
13807.0,367,7.0,112.6,1,1,1
13808.0,5,76.0,1747.6600000000003,5,4,4
13819.0,301,36.0,1140.35,1,3,4
13821.0,144,59.0,385.64,2,4,2
13822.0,5,96.0,632.0,5,4,3
13823.0,18,40.0,957.66,4,3,4
13824.0,32,46.0,1698.94,4,3,4
13826.0,176,10.0,189.5,2,1,1
13827.0,57,93.0,412.05,3,4,2
13828.0,22,15.0,209.49000000000004,4,2,1
13831.0,16,74.0,2202.99,4,4,5
13832.0,19,3.0,52.199999999999996,4,1,1
13833.0,159,29.0,384.7999999999999,2,2,2
13835.0,25,55.0,834.57,4,3,3
13837.0,211,19.0,271.24,1,2,2
13838.0,5,174.0,691.7299999999999,5,5,3
13841.0,252,1.0,85.0,1,1,1
13842.0,58,206.0,3385.6200000000003,3,5,5
13844.0,11,20.0,361.62,5,2,2
13845.0,64,9.0,312.98,3,1,2
13846.0,24,55.0,865.0600000000002,4,3,3
13848.0,92,5.0,1255.0,2,1,4
13849.0,51,101.0,1537.95,3,4,4
13850.0,129,93.0,1595.4800000000002,2,4,4
13851.0,95,81.0,2651.4599999999996,2,4,5
13853.0,57,23.0,1090.1399999999999,3,2,4
13854.0,8,110.0,8109.52,5,4,5
13856.0,168,14.0,388.5,2,2,2
13858.0,57,11.0,216.17000000000002,3,1,1
13859.0,326,28.0,201.16,1,2,1
13860.0,1,76.0,1245.9,5,4,4
13862.0,18,139.0,2209.36,4,5,5
13863.0,247,20.0,305.78,1,2,2
13865.0,58,30.0,501.56,3,3,3
13866.0,74,7.0,145.67,2,1,1
13867.0,31,61.0,1015.29,4,4,4
13868.0,7,33.0,3192.54,5,3,5
13869.0,123,307.0,3104.95,2,5,5
13870.0,2,115.0,2770.94,5,4,5
13871.0,22,336.0,6403.25,4,5,5
13873.0,119,23.0,389.59999999999997,2,2,2
13874.0,358,18.0,540.45,1,2,3
13875.0,53,104.0,1786.79,3,4,4
13876.0,63,7.0,122.69999999999999,3,1,1
13877.0,86,3.0,117.24000000000001,2,1,1
13878.0,54,36.0,1281.53,3,3,4
13880.0,21,165.0,3219.7700000000004,4,5,5
13881.0,3,178.0,17159.52,5,5,5
13882.0,2,65.0,1191.13,5,4,4
13883.0,10,142.0,2674.48,5,5,5
13884.0,7,59.0,787.6000000000001,5,4,3
13885.0,189,28.0,506.8,1,2,3
13886.0,71,16.0,243.56,3,2,2
13887.0,204,19.0,349.54999999999995,1,2,2
13888.0,119,40.0,605.63,2,3,3
13889.0,92,15.0,416.9,2,2,2
13890.0,1,110.0,1883.8100000000004,5,4,4
13892.0,26,27.0,632.97,4,2,3
13893.0,297,21.0,821.1000000000001,1,2,3
13894.0,23,27.0,564.6200000000001,4,2,3
13895.0,28,118.0,2593.0699999999997,4,4,5
13897.0,50,17.0,311.15999999999997,3,2,2
13898.0,325,12.0,155.93,1,1,1
13899.0,16,19.0,388.52,4,2,2
13900.0,183,43.0,740.9499999999999,1,3,3
13901.0,72,149.0,2867.2,2,5,5
13904.0,37,26.0,332.64000000000004,3,2,2
13908.0,79,122.0,2369.55,2,5,5
13911.0,57,148.0,2580.91,3,5,5
13914.0,11,33.0,626.45,5,3,3
13917.0,49,18.0,272.03999999999996,3,2,2
13918.0,49,30.0,1212.8400000000004,3,3,4
13922.0,351,7.0,172.24999999999997,1,1,1
13923.0,53,20.0,351.13000000000005,3,2,2
13924.0,1,117.0,1838.85,5,4,4
13925.0,92,41.0,678.25,2,3,3
13926.0,23,11.0,223.85000000000002,4,1,1
13927.0,74,21.0,348.99000000000007,2,2,2
13928.0,10,27.0,464.57,5,2,2
13929.0,169,9.0,842.65,2,1,3
13930.0,57,17.0,337.34,3,2,2
13931.0,95,58.0,1237.53,2,3,4
13932.0,294,16.0,307.4,1,2,2
13933.0,109,23.0,608.7899999999998,2,2,3
13934.0,263,31.0,922.0999999999999,1,3,4
13936.0,179,26.0,376.5799999999999,1,2,2
13937.0,169,9.0,158.85,2,1,1
13938.0,35,7.0,71.66,3,1,1
13939.0,23,45.0,568.55,4,3,3
13940.0,17,49.0,839.14,4,3,3
13941.0,21,45.0,5112.96,4,3,5
13946.0,79,11.0,561.57,2,1,3
13947.0,65,5.0,90.6,3,1,1
13948.0,360,3.0,101.99999999999999,1,1,1
13949.0,2,160.0,2427.3199999999997,5,5,5
13950.0,11,35.0,745.0600000000001,5,3,3
13951.0,176,39.0,674.4499999999998,2,3,3
13952.0,217,137.0,3251.071,1,5,5
13953.0,7,20.0,3515.6799999999994,5,2,5
13954.0,1,25.0,439.92,5,2,2
13955.0,154,33.0,322.96,2,3,2
13956.0,5,152.0,1026.42,5,5,4
13959.0,79,92.0,598.1999999999999,2,4,3
13960.0,21,12.0,230.22,4,1,1
13962.0,21,11.0,169.55,4,1,1
13963.0,308,35.0,664.5400000000001,1,3,3
13967.0,145,2.0,80.7,2,1,1
13969.0,7,626.0,9053.939999999999,5,5,5
13971.0,18,149.0,2758.26,4,5,5
13972.0,70,15.0,190.25000000000003,3,2,1
13973.0,287,11.0,264.7,1,1,2
13974.0,49,28.0,413.59,3,2,2
13975.0,31,338.0,2526.2799999999997,4,5,5
13976.0,206,10.0,357.98,1,1,2
13978.0,14,15.0,196.79,4,2,1
13979.0,73,54.0,869.8699999999998,2,3,3
13980.0,60,11.0,200.14000000000001,3,1,1
13982.0,39,111.0,1871.81,3,4,4
13983.0,29,107.0,2603.4300000000003,4,4,5
13984.0,26,16.0,920.51,4,2,4
13985.0,4,351.0,7060.13,5,5,5
13986.0,17,13.0,320.46000000000004,4,1,2
13988.0,19,234.0,4147.96,4,5,5
13989.0,65,41.0,1266.08,3,3,4
13990.0,213,16.0,311.3,1,2,2
13991.0,12,84.0,855.9700000000001,5,4,3
13992.0,30,5.0,76.8,4,1,1
13993.0,42,121.0,3466.3600000000006,3,5,5
13994.0,3,155.0,2313.1400000000003,5,5,5
13995.0,15,86.0,1393.69,4,4,4
13999.0,10,208.0,3901.81,5,5,5
14000.0,211,15.0,635.6600000000001,1,2,3
14001.0,45,39.0,2043.0800000000002,3,3,5
14002.0,134,47.0,529.7299999999999,2,3,3
14004.0,43,171.0,4582.639999999999,3,5,5
14005.0,9,84.0,2874.72,5,4,5
14006.0,115,30.0,962.1899999999999,2,3,4
14009.0,198,42.0,695.6099999999999,1,3,3
14012.0,277,11.0,328.8,1,1,2
14013.0,110,34.0,473.02,2,3,3
14014.0,77,39.0,505.18,2,3,3
14015.0,52,20.0,917.34,3,2,4
14019.0,46,66.0,1421.61,3,4,4
14020.0,16,39.0,642.8000000000001,4,3,3
14021.0,155,22.0,631.9000000000001,2,2,3
14022.0,225,28.0,440.0,1,2,2
14023.0,7,31.0,584.0699999999999,5,3,3
14024.0,121,16.0,327.70000000000005,2,2,2
14027.0,60,6.0,104.82000000000002,3,1,1
14029.0,63,15.0,467.66,3,2,3
14030.0,18,243.0,2360.0899999999997,4,5,5
14031.0,7,250.0,17286.86,5,5,5
14032.0,2,143.0,2975.59,5,5,5
14034.0,22,89.0,651.8199999999999,4,4,3
14035.0,28,66.0,1428.0200000000002,4,4,4
14036.0,284,38.0,626.65,1,3,3
14037.0,176,28.0,147.2,2,2,1
14038.0,78,92.0,1560.3799999999994,2,4,4
14039.0,33,6.0,152.2,3,1,1
14040.0,40,235.0,3614.92,3,5,5
14041.0,266,21.0,141.41,1,2,1
14044.0,26,209.0,652.8199999999999,4,5,3
14045.0,109,6.0,1659.75,2,1,4
14046.0,284,14.0,154.99,1,2,1
14047.0,8,32.0,1308.6100000000001,5,3,4
14048.0,305,85.0,409.93,1,4,2
14049.0,16,488.0,5681.72,4,5,5
14050.0,31,54.0,746.3599999999999,4,3,3
14051.0,0,210.0,15610.390000000003,5,5,5
14052.0,19,56.0,225.36,4,3,1
14053.0,124,4.0,260.25,2,1,2
14054.0,65,6.0,92.46,3,1,1
14055.0,106,10.0,725.6400000000001,2,1,3
14056.0,1,1106.0,8214.65,5,5,5
14057.0,23,284.0,6217.959999999999,4,5,5
14059.0,266,8.0,183.6,1,1,1
14060.0,4,202.0,6140.42,5,5,5
14062.0,9,111.0,10464.850000000002,5,4,5
14064.0,29,80.0,1353.74,4,4,4
14066.0,266,7.0,152.55,1,1,1
14067.0,63,52.0,374.7,3,3,2
14068.0,320,24.0,265.85,1,2,2
14071.0,3,324.0,1438.8200000000002,5,5,4
14073.0,32,13.0,151.04,4,1,1
14075.0,4,43.0,942.26,5,3,4
14076.0,129,46.0,122.47,2,3,1
14077.0,40,42.0,499.4200000000001,3,3,3
14078.0,101,65.0,1049.37,2,4,4
14079.0,124,12.0,375.0999999999999,2,1,2
14080.0,32,4.0,45.599999999999994,4,1,1
14081.0,302,153.0,934.52,1,5,4
14082.0,364,29.0,182.24999999999997,1,2,1
14083.0,4,181.0,1018.4300000000001,5,5,4
14085.0,2,450.0,4448.540000000001,5,5,5
14087.0,2,69.0,194.42,5,4,1
14088.0,10,589.0,50491.81,5,5,5
14089.0,56,14.0,161.0,3,2,1
14090.0,324,1.0,76.32000000000001,1,1,1
14092.0,7,214.0,4076.91,5,5,5
14093.0,12,105.0,442.84999999999997,5,4,2
14096.0,4,5111.0,65164.79,5,5,5
14098.0,36,21.0,147.34999999999997,3,2,1
14099.0,16,250.0,3104.17,4,5,5
14100.0,137,26.0,194.90000000000003,2,2,1
14101.0,73,35.0,5976.790000000001,2,3,5
14102.0,5,79.0,1360.28,5,4,4
14104.0,154,21.0,216.20999999999998,2,2,1
14105.0,239,74.0,1266.23,1,4,4
14107.0,51,123.0,2703.23,3,5,5
14108.0,30,34.0,597.9100000000001,4,3,3
14109.0,72,9.0,144.2,2,1,1
14110.0,3,156.0,5683.1500000000015,5,5,5
14111.0,14,10.0,692.85,4,1,3
14112.0,22,160.0,2915.15,4,5,5
14113.0,3,34.0,1840.4199999999998,5,3,4
14114.0,273,15.0,386.53,1,2,2
14116.0,19,72.0,1382.7399999999998,4,4,4
14117.0,143,3.0,90.0,2,1,1
14121.0,3,159.0,2780.15,5,5,5
14124.0,84,5.0,419.58000000000004,2,1,2
14125.0,10,167.0,2740.4300000000003,5,5,5
14126.0,7,15.0,706.1300000000001,5,2,3
14127.0,122,44.0,709.7099999999999,2,3,3
14128.0,60,46.0,637.5000000000002,3,3,3
14129.0,1,52.0,1123.8600000000001,5,3,4
14130.0,319,67.0,483.86,1,4,3
14132.0,2,200.0,3586.0299999999997,5,5,5
14133.0,129,28.0,605.6399999999999,2,2,3
14135.0,1,134.0,4690.3099999999995,5,5,5
14138.0,1,47.0,982.3800000000002,5,3,4
14139.0,46,26.0,415.81999999999994,3,2,2
14140.0,3,66.0,935.05,5,4,4
14141.0,2,40.0,915.1300000000001,5,3,4
14142.0,373,22.0,311.81,1,2,2
14143.0,133,7.0,115.8,2,1,1
14145.0,46,11.0,3742.2,3,1,5
14146.0,8,210.0,4191.0,5,5,5
14147.0,78,5.0,483.4,2,1,3
14148.0,233,3.0,157.2,1,1,1
14149.0,220,28.0,446.62000000000006,1,2,2
14150.0,35,26.0,658.64,3,2,3
14152.0,75,49.0,621.29,2,3,3
14154.0,239,52.0,1345.62,1,3,4
14155.0,266,6.0,118.75,1,1,1
14157.0,19,48.0,432.88,4,3,2
14158.0,40,41.0,507.65999999999997,3,3,3
14159.0,19,1204.0,4693.01,4,5,5
14161.0,215,108.0,1110.52,1,4,4
14162.0,173,25.0,289.36,2,2,2
14163.0,87,52.0,2445.9100000000003,2,3,5
14164.0,70,29.0,1631.7700000000004,3,2,4
14165.0,275,25.0,122.54,1,2,1
14167.0,39,52.0,574.84,3,3,3
14171.0,98,58.0,363.79,2,3,2
14173.0,10,29.0,450.8400000000001,5,2,2
14174.0,33,26.0,134.46,3,2,1
14175.0,59,149.0,3222.3,3,5,5
14176.0,297,31.0,576.9,1,3,3
14177.0,86,42.0,559.4100000000001,2,3,3
14178.0,8,327.0,1620.9300000000003,5,5,4
14179.0,40,165.0,719.78,3,5,3
14180.0,10,240.0,4748.52,5,5,5
14184.0,66,24.0,452.89,3,2,2
14185.0,331,3.0,197.65,1,1,1
14188.0,30,65.0,2054.36,4,4,5
14189.0,2,265.0,4654.08,5,5,5
14191.0,1,259.0,4684.76,5,5,5
14193.0,67,42.0,853.3900000000001,3,3,3
14194.0,4,579.0,11349.52,5,5,5
14195.0,201,7.0,1011.9999999999998,1,1,4
14196.0,106,6.0,335.52,2,1,2
14198.0,18,39.0,701.4,4,3,3
14199.0,218,2.0,185.39999999999998,1,1,1
14201.0,60,37.0,747.4400000000002,3,3,3
14204.0,2,44.0,161.02999999999994,5,3,1
14205.0,16,24.0,466.70000000000005,4,2,3
14206.0,239,20.0,328.15999999999997,1,2,2
14208.0,94,10.0,151.73999999999998,2,1,1
14209.0,10,87.0,2073.4300000000003,5,4,5
14210.0,105,102.0,1905.8400000000001,2,4,4
14211.0,53,112.0,2241.1000000000004,3,4,5
14212.0,89,9.0,1070.48,2,1,4
14214.0,30,67.0,1004.3800000000001,4,4,4
14215.0,11,108.0,1789.72,5,4,4
14216.0,3,59.0,1839.3000000000002,5,4,4
14217.0,1,100.0,2004.9799999999998,5,4,5
14218.0,42,12.0,169.48000000000002,3,1,1
14219.0,4,7.0,89.94,5,1,1
14220.0,247,21.0,632.3999999999999,1,2,3
14221.0,42,193.0,3432.8,3,5,5
14222.0,177,41.0,683.1700000000001,2,3,3
14223.0,92,60.0,991.1300000000001,2,4,4
14224.0,110,118.0,1050.1200000000001,2,4,4
14226.0,28,67.0,2232.19,4,4,5
14227.0,26,175.0,3350.96,4,5,5
14229.0,51,40.0,1547.2,3,3,4
14231.0,183,50.0,925.71,1,3,4
14232.0,42,115.0,2048.07,3,4,5
14233.0,49,35.0,1462.7200000000003,3,3,4
14234.0,22,159.0,775.4600000000003,4,5,3
14235.0,75,79.0,3144.86,2,4,5
14236.0,80,15.0,490.86,2,2,3
14237.0,373,9.0,161.00000000000003,1,1,1
14238.0,326,8.0,146.85,1,1,1
14239.0,43,112.0,2380.8500000000004,3,4,5
14240.0,30,42.0,890.3400000000001,4,3,3
14241.0,183,10.0,213.70000000000005,1,1,1
14242.0,234,16.0,280.55,1,2,2
14243.0,8,141.0,2588.7699999999995,5,5,5
14245.0,219,108.0,1693.4499999999998,1,4,4
14246.0,110,75.0,1474.0600000000002,2,4,4
14247.0,278,20.0,136.76999999999998,1,2,1
14248.0,318,8.0,302.58,1,1,2
14250.0,7,111.0,1904.05,5,4,4
14251.0,1,78.0,2879.7,5,4,5
14256.0,260,53.0,969.06,1,3,4
14257.0,64,106.0,3099.7200000000003,3,4,5
14258.0,9,111.0,12669.98,5,4,5
14259.0,141,5.0,120.0,2,1,1
14261.0,50,52.0,1163.45,3,3,4
14262.0,8,143.0,2618.2299999999996,5,5,5
14264.0,154,17.0,333.97,2,2,2
14267.0,162,55.0,1516.24,2,3,4
14270.0,331,29.0,492.65,1,2,3
14271.0,225,10.0,112.32,1,1,1
14272.0,73,33.0,437.96000000000004,2,3,2
14273.0,51,29.0,559.97,3,2,3
14276.0,98,64.0,1119.7400000000002,2,4,4
14280.0,196,8.0,134.04,1,1,1
14282.0,3,156.0,3729.34,5,5,5
14284.0,30,32.0,595.25,4,3,3
14285.0,21,27.0,1910.0100000000002,4,2,4
14286.0,23,280.0,4628.75,4,5,5
14287.0,8,9.0,176.63,5,1,1
14288.0,213,16.0,426.6,1,2,2
14289.0,8,47.0,911.26,5,3,4
14290.0,11,101.0,2314.6499999999996,5,4,5
14291.0,1,237.0,3883.25,5,5,5
14292.0,7,100.0,4871.929999999999,5,4,5
14293.0,3,61.0,1046.56,5,4,4
14295.0,40,5.0,166.2,3,1,1
14297.0,17,62.0,1305.3299999999997,4,4,4
14298.0,8,1637.0,51527.299999999996,5,5,5
14299.0,8,143.0,3965.62,5,5,5
14300.0,18,3.0,43.2,4,1,1
14301.0,117,13.0,640.1400000000001,2,1,3
14304.0,222,17.0,383.45000000000005,1,2,2
14305.0,71,105.0,1858.9600000000003,3,4,4
14306.0,51,33.0,2093.3199999999997,3,3,5
14307.0,88,180.0,2995.72,2,5,5
14309.0,8,117.0,2352.53,5,4,5
14311.0,242,20.0,310.26,1,2,2
14312.0,46,87.0,1611.59,3,4,4
14314.0,106,8.0,120.0,2,1,1
14315.0,44,101.0,2481.13,3,4,5
14317.0,64,24.0,508.58,3,2,3
14320.0,206,31.0,477.78999999999996,1,3,3
14321.0,10,123.0,1530.7500000000002,5,5,4
14323.0,114,36.0,605.0600000000001,2,3,3
14326.0,242,8.0,183.85000000000002,1,1,1
14327.0,163,12.0,311.65000000000003,2,1,2
14329.0,17,259.0,5014.839999999999,4,5,5
14331.0,124,28.0,462.65999999999997,2,2,2
14332.0,22,26.0,866.3100000000001,4,2,3
14333.0,67,15.0,415.2,3,2,2
14334.0,16,162.0,2552.2100000000005,4,5,5
14336.0,16,90.0,1614.91,4,4,4
14338.0,161,31.0,588.2199999999999,2,3,3
14339.0,242,14.0,309.52,1,2,2
14340.0,218,6.0,134.7,1,1,1
14341.0,45,129.0,2182.28,3,5,5
14342.0,21,21.0,668.5600000000002,4,2,3
14344.0,127,71.0,889.9300000000002,2,4,3
14345.0,38,6.0,108.97999999999999,3,1,1
14346.0,120,60.0,1021.58,2,4,4
14348.0,260,18.0,409.57,1,2,2
14349.0,10,31.0,133.5,5,3,1
14350.0,274,18.0,282.92999999999995,1,2,2
14351.0,164,1.0,51.0,2,1,1
14352.0,157,47.0,1078.9600000000003,2,3,4
14353.0,215,6.0,90.6,1,1,1
14354.0,5,9.0,163.62,5,1,1
14355.0,365,11.0,174.4,1,1,1
14356.0,79,33.0,701.23,2,3,3
14357.0,43,41.0,225.76999999999998,3,3,1
14359.0,19,55.0,912.1800000000001,4,3,4
14360.0,31,118.0,2128.2300000000005,4,4,5
14362.0,22,41.0,161.2,4,3,1
14364.0,108,69.0,3717.35,2,4,5
14367.0,8,524.0,9261.52,5,5,5
14368.0,319,8.0,155.0,1,1,1
14371.0,295,4.0,100.5,1,1,1
14373.0,358,4.0,76.55,1,1,1
14375.0,185,75.0,257.68,1,4,2
14377.0,191,11.0,617.05,1,1,3
14379.0,44,46.0,348.1,3,3,2
14381.0,52,56.0,202.68,3,3,1
14382.0,26,131.0,626.07,4,5,3
14383.0,38,59.0,1247.69,3,4,4
14385.0,9,14.0,202.10999999999999,5,2,1
14386.0,296,7.0,142.4,1,1,1
14387.0,32,140.0,1770.5600000000002,4,5,4
14388.0,10,186.0,3212.84,5,5,5
14389.0,65,45.0,1043.46,3,3,4
14390.0,10,286.0,4652.82,5,5,5
14393.0,218,5.0,67.94999999999999,1,1,1
14395.0,2,350.0,3507.71,5,5,5
14396.0,65,73.0,487.99000000000007,3,4,3
14397.0,2,87.0,2612.96,5,4,5
14400.0,149,25.0,574.6999999999999,2,2,3
14401.0,4,182.0,4051.4799999999996,5,5,5
14403.0,130,20.0,1475.8100000000002,2,2,4
14404.0,33,103.0,1474.32,3,4,4
14406.0,119,8.0,156.75,2,1,1
14407.0,107,73.0,2157.73,2,4,5
14408.0,10,107.0,2606.53,5,4,5
14409.0,71,54.0,2059.4500000000003,3,3,5
14410.0,92,194.0,1105.07,2,5,4
14411.0,310,14.0,1063.0,1,2,4
14412.0,42,43.0,770.0300000000001,3,3,3
14413.0,362,23.0,122.7,1,2,1
14414.0,91,97.0,1496.98,2,4,4
14415.0,1,590.0,5900.280000000001,5,5,5
14416.0,22,14.0,490.2200000000001,4,2,3
14418.0,3,124.0,1937.25,5,5,4
14419.0,10,206.0,1058.06,5,5,4
14420.0,99,29.0,387.52,2,2,2
14421.0,57,27.0,813.1100000000001,3,2,3
14422.0,0,222.0,4263.639999999999,5,5,5
14423.0,218,3.0,265.2,1,1,2
14424.0,17,1.0,322.08,4,1,2
14426.0,23,224.0,4481.67,4,5,5
14427.0,50,17.0,363.34000000000003,3,2,2
14428.0,7,144.0,1244.83,5,5,4
14431.0,302,17.0,470.36,1,2,3
14432.0,9,382.0,2255.51,5,5,5
14434.0,21,12.0,1372.8,4,1,4
14436.0,98,9.0,89.06,2,1,1
14437.0,365,5.0,63.0,1,1,1
14438.0,306,9.0,131.9,1,1,1
14440.0,8,55.0,2357.6800000000003,5,3,5
14441.0,0,51.0,1712.8900000000003,5,3,4
14443.0,53,93.0,1420.2,3,4,4
14446.0,0,293.0,1039.58,5,5,4
14447.0,18,70.0,1163.2300000000002,4,4,4
14448.0,9,20.0,375.35,5,2,2
14449.0,18,258.0,907.1,4,5,4
14450.0,180,40.0,483.24999999999994,1,3,3
14451.0,60,109.0,662.59,3,4,3
14452.0,10,62.0,264.44,5,4,2
14453.0,190,22.0,119.93,1,2,1
14456.0,5,970.0,3062.3999999999996,5,5,5
14457.0,310,4.0,113.64,1,1,1
14459.0,155,37.0,1837.92,2,3,4
14460.0,110,16.0,434.34000000000003,2,2,2
14461.0,148,180.0,2103.0599999999995,2,5,5
14462.0,66,240.0,2004.02,3,5,5
14463.0,98,6.0,529.62,2,1,3
14465.0,246,130.0,1058.62,1,5,4
14466.0,29,72.0,2272.4,4,4,5
14467.0,17,90.0,598.76,4,4,3
14470.0,11,43.0,461.19000000000005,5,3,2
14472.0,103,281.0,1936.84,2,5,4
14473.0,74,7.0,234.34,2,1,1
14474.0,46,29.0,547.6600000000001,3,2,3
14475.0,71,42.0,925.8499999999999,3,3,4
14476.0,257,19.0,215.7,1,2,1
14477.0,19,10.0,1309.6000000000001,4,1,4
14479.0,253,18.0,316.24999999999994,1,2,2
14480.0,11,13.0,279.05,5,1,2
14481.0,164,30.0,636.51,2,3,3
14482.0,18,144.0,2068.15,4,5,5
14483.0,281,9.0,137.1,1,1,1
14484.0,50,14.0,321.92,3,2,2
14485.0,38,47.0,165.75,3,3,1
14487.0,26,144.0,1196.33,4,5,4
14488.0,67,46.0,1064.2800000000002,3,3,4
14489.0,207,30.0,463.38,1,3,2
14491.0,175,17.0,340.93,2,2,2
14493.0,7,120.0,2383.2400000000002,5,4,5
14494.0,25,7.0,139.56,4,1,1
14495.0,50,6.0,123.79999999999998,3,1,1
14496.0,311,19.0,538.8100000000001,1,2,3
14497.0,309,29.0,475.37,1,2,3
14498.0,42,193.0,1957.3200000000002,3,5,4
14499.0,26,194.0,815.3199999999999,4,5,3
14500.0,88,7.0,356.85,2,1,2
14501.0,183,10.0,251.21,1,1,2
14502.0,19,624.0,2470.67,4,5,5
14503.0,3,164.0,3543.26,5,5,5
14504.0,47,107.0,673.26,3,4,3
14505.0,17,799.0,5905.64,4,5,5
14506.0,17,316.0,2012.17,4,5,5
14507.0,23,96.0,1383.18,4,4,4
14508.0,22,57.0,276.42,4,3,2
14511.0,11,68.0,1314.8100000000002,5,4,4
14512.0,187,23.0,275.28,1,2,2
14513.0,100,12.0,455.59000000000003,2,1,2
14514.0,61,73.0,1055.35,3,4,4
14515.0,17,101.0,2102.0899999999997,4,4,5
14517.0,33,18.0,330.45000000000005,3,2,2
14518.0,64,16.0,174.37,3,2,1
14520.0,1,4.0,270.6,5,1,2
14522.0,24,17.0,974.54,4,2,4
14523.0,108,12.0,241.09,2,1,1
14524.0,31,203.0,1867.6800000000003,4,5,4
14525.0,19,291.0,4332.2,4,5,5
14527.0,2,972.0,8508.82,5,5,5
14528.0,37,18.0,364.21999999999997,3,2,2
